rgID,ugaID,is.SCR,is.rep,week,year,snare,utmSnare,fqfile,knownSEX,sampSOURCE,region
UGA_173101_P018_WE11,300-23,TRUE,FALSE,4,2023,HS 127,264695x3609913,RAPiD-Genomics_F534_UGA_173101_P018_WE11_i5-537_i7-155_S15086_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P018_WE12,278-24,TRUE,FALSE,1,2024,HS 116,269531x3605091,RAPiD-Genomics_F534_UGA_173101_P018_WE12_i5-537_i7-156_S15087_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P018_WF01,78-23,TRUE,FALSE,4,2023,HS 042,259530x3597317,RAPiD-Genomics_F534_UGA_173101_P018_WF01_i5-537_i7-157_S15088_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P018_WF02,89-RK,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P018_WF02_i5-537_i7-158_S15089_L003_R1_001.fastq,M,Roadkill,CGA
UGA_173101_P018_WF03,35-23,TRUE,FALSE,6,2023,HS 027,264464x3592495,RAPiD-Genomics_F534_UGA_173101_P018_WF03_i5-537_i7-159_S15090_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P018_WF04,422-23,TRUE,FALSE,6,2023,HS 096,271378x3600579,RAPiD-Genomics_F534_UGA_173101_P018_WF04_i5-537_i7-160_S15091_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P018_WF05,207-23,TRUE,FALSE,4,2023,HS 046,258973x3598847,RAPiD-Genomics_F534_UGA_173101_P018_WF05_i5-537_i7-161_S15092_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P018_WF06,162-24,TRUE,FALSE,7,2024,HS 047,259836x3598339,RAPiD-Genomics_F534_UGA_173101_P018_WF06_i5-537_i7-162_S15093_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P018_WF07,184-23,TRUE,FALSE,4,2023,HS 042,259530x3597317,RAPiD-Genomics_F534_UGA_173101_P018_WF07_i5-537_i7-163_S15094_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P018_WF08,61-24,TRUE,FALSE,7,2024,HS 012,258412x3586648,RAPiD-Genomics_F534_UGA_173101_P018_WF08_i5-537_i7-164_S15095_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P018_WF09,338-24,TRUE,FALSE,5,2024,HS 120,264935x3606388,RAPiD-Genomics_F534_UGA_173101_P018_WF09_i5-537_i7-165_S15096_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P018_WF10,246-24,TRUE,FALSE,1,2024,HS 066,268064x3590555,RAPiD-Genomics_F534_UGA_173101_P018_WF10_i5-537_i7-166_S15097_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P018_WF11,476-23,TRUE,FALSE,6,2023,HS 066,268064x3590555,RAPiD-Genomics_F534_UGA_173101_P018_WF11_i5-537_i7-167_S15098_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P018_WF12,81-24,TRUE,FALSE,1,2024,HS 118,263132x3606186,RAPiD-Genomics_F534_UGA_173101_P018_WF12_i5-537_i7-168_S15099_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P018_WG01,27-CGA-H,FALSE,FALSE,NA,2012,NA,NA,RAPiD-Genomics_F534_UGA_173101_P018_WG01_i5-537_i7-169_S15100_L003_R1_001.fastq,,Hair Snare,CGA-H
UGA_173101_P018_WG02,23-CGA-H,FALSE,FALSE,NA,2012,NA,NA,RAPiD-Genomics_F534_UGA_173101_P018_WG02_i5-537_i7-170_S15101_L003_R1_001.fastq,,Hair Snare,CGA-H
UGA_173101_P018_WG03,167-24,TRUE,FALSE,5,2024,HS 048,261267x3598930,RAPiD-Genomics_F534_UGA_173101_P018_WG03_i5-537_i7-171_S15102_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P018_WG04,370-24,TRUE,FALSE,3,2024,HS 012,258412x3586648,RAPiD-Genomics_F534_UGA_173101_P018_WG04_i5-537_i7-172_S15103_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P018_WG05,139-24,TRUE,FALSE,7,2024,HS 012,258412x3586648,RAPiD-Genomics_F534_UGA_173101_P018_WG05_i5-537_i7-173_S15104_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P018_WG06,14-C,FALSE,TRUE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P018_WG06_i5-537_i7-174_S15105_L003_R1_001.fastq,M,Capture,CGA
UGA_173101_P019_WA01,25-23,TRUE,FALSE,6,2023,HS 009,259209x3585507,RAPiD-Genomics_F534_UGA_173101_P019_WA01_i5-1102_i7-59_S15106_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WA02,32-23,TRUE,FALSE,7,2023,HS 009,259209x3585507,RAPiD-Genomics_F534_UGA_173101_P019_WA02_i5-1102_i7-27_S15107_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WA03,26-23,TRUE,FALSE,7,2023,HS 042,259530x3597317,RAPiD-Genomics_F534_UGA_173101_P019_WA03_i5-1102_i7-82_S15108_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WA04,48-23,TRUE,FALSE,6,2023,HS 012,258412x3586648,RAPiD-Genomics_F534_UGA_173101_P019_WA04_i5-1102_i7-7_S15109_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WA05,55-23,TRUE,FALSE,5,2023,HS 024,265557x3590544,RAPiD-Genomics_F534_UGA_173101_P019_WA05_i5-1102_i7-38_S15110_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WA06,49-23,TRUE,FALSE,6,2023,HS 050,259851x3599573,RAPiD-Genomics_F534_UGA_173101_P019_WA06_i5-1102_i7-74_S15111_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WA07,12-23,TRUE,FALSE,3,2023,HS 030,260871x3593893,RAPiD-Genomics_F534_UGA_173101_P019_WA07_i5-1102_i7-77_S15112_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WA08,50-23,TRUE,TRUE,6,2023,HS 066,268064x3590555,RAPiD-Genomics_F534_UGA_173101_P019_WA08_i5-1102_i7-16_S15113_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WA09,50-23,TRUE,TRUE,6,2023,HS 066,268064x3590555,RAPiD-Genomics_F534_UGA_173101_P019_WA09_i5-1102_i7-36_S15114_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WA10,4-23,TRUE,FALSE,4,2023,HS 071,266900x3593042,RAPiD-Genomics_F534_UGA_173101_P019_WA10_i5-1102_i7-54_S15115_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WA11,76-23,TRUE,FALSE,2,2023,HS 123,270896x3606897,RAPiD-Genomics_F534_UGA_173101_P019_WA11_i5-1102_i7-25_S15116_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WA12,16-23,TRUE,FALSE,7,2023,HS 070,269359x3592627,RAPiD-Genomics_F534_UGA_173101_P019_WA12_i5-1102_i7-23_S15117_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WB01,86-23,TRUE,FALSE,6,2023,HS 101,275317x3599324,RAPiD-Genomics_F534_UGA_173101_P019_WB01_i5-1102_i7-31_S15118_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WB02,126-23,TRUE,FALSE,4,2023,HS 071,266900x3593042,RAPiD-Genomics_F534_UGA_173101_P019_WB02_i5-1102_i7-39_S15119_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WB03,141-23,TRUE,FALSE,5,2023,HS 027,264464x3592495,RAPiD-Genomics_F534_UGA_173101_P019_WB03_i5-1102_i7-2_S15120_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WB04,156-23,TRUE,FALSE,6,2023,HS 103,274210x3600290,RAPiD-Genomics_F534_UGA_173101_P019_WB04_i5-1102_i7-20_S15121_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WB05,164-23,TRUE,FALSE,4,2023,HS 068,268186x3591620,RAPiD-Genomics_F534_UGA_173101_P019_WB05_i5-1102_i7-90_S15122_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WB06,172-23,TRUE,FALSE,7,2023,HS 051,260705x3599596,RAPiD-Genomics_F534_UGA_173101_P019_WB06_i5-1102_i7-6_S15123_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WB07,127-23,TRUE,FALSE,3,2023,HS 101,275317x3599324,RAPiD-Genomics_F534_UGA_173101_P019_WB07_i5-1102_i7-29_S15124_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WB08,135-23,TRUE,FALSE,7,2023,HS 027,264464x3592495,RAPiD-Genomics_F534_UGA_173101_P019_WB08_i5-1102_i7-57_S15125_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WB09,151-23,TRUE,FALSE,3,2023,HS 101,275317x3599324,RAPiD-Genomics_F534_UGA_173101_P019_WB09_i5-1102_i7-63_S15126_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WB10,183-23,TRUE,FALSE,4,2023,HS 008,256165x3589588,RAPiD-Genomics_F534_UGA_173101_P019_WB10_i5-1102_i7-55_S15127_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WB11,176-23,TRUE,FALSE,7,2023,HS 042,259530x3597317,RAPiD-Genomics_F534_UGA_173101_P019_WB11_i5-1102_i7-5_S15128_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WB12,161-23,TRUE,FALSE,1,2023,HS 118,263132x3606186,RAPiD-Genomics_F534_UGA_173101_P019_WB12_i5-1102_i7-75_S15129_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WC01,163-23,TRUE,FALSE,2,2023,HS 101,275317x3599324,RAPiD-Genomics_F534_UGA_173101_P019_WC01_i5-1102_i7-65_S15130_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WC02,188-23,TRUE,FALSE,4,2023,HS 027,264464x3592495,RAPiD-Genomics_F534_UGA_173101_P019_WC02_i5-1102_i7-67_S15131_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WC03,233-23,TRUE,FALSE,7,2023,HS 042,259530x3597317,RAPiD-Genomics_F534_UGA_173101_P019_WC03_i5-1102_i7-40_S15132_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WC04,259-23,TRUE,FALSE,7,2023,HS 070,269359x3592627,RAPiD-Genomics_F534_UGA_173101_P019_WC04_i5-1102_i7-19_S15133_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WC05,251-23,TRUE,TRUE,2,2023,HS 078,269432x3597119,RAPiD-Genomics_F534_UGA_173101_P019_WC05_i5-1102_i7-81_S15134_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WC06,200-23,TRUE,FALSE,5,2023,HS 027,264464x3592495,RAPiD-Genomics_F534_UGA_173101_P019_WC06_i5-1102_i7-3_S15135_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WC07,222-23,TRUE,FALSE,6,2023,HS 030,260871x3593893,RAPiD-Genomics_F534_UGA_173101_P019_WC07_i5-1102_i7-62_S15136_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WC08,269-23,TRUE,FALSE,3,2023,HS 044,264092x3597212,RAPiD-Genomics_F534_UGA_173101_P019_WC08_i5-1102_i7-17_S15137_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WC09,270-23,TRUE,FALSE,6,2023,HS 030,260871x3593893,RAPiD-Genomics_F534_UGA_173101_P019_WC09_i5-1102_i7-93_S15138_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WC10,280-23,TRUE,TRUE,4,2023,HS 127,264695x3609913,RAPiD-Genomics_F534_UGA_173101_P019_WC10_i5-1102_i7-47_S15139_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WC11,358-23,TRUE,TRUE,5,2023,HS 110,267503x3603769,RAPiD-Genomics_F534_UGA_173101_P019_WC11_i5-1102_i7-70_S15140_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WC12,297-23,TRUE,FALSE,2,2023,HS 078,269432x3597119,RAPiD-Genomics_F534_UGA_173101_P019_WC12_i5-1102_i7-43_S15141_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WD01,283-23,TRUE,FALSE,4,2023,HS 068,268186x3591620,RAPiD-Genomics_F534_UGA_173101_P019_WD01_i5-1102_i7-52_S15142_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WD02,299-23,TRUE,FALSE,4,2023,HS 068,268186x3591620,RAPiD-Genomics_F534_UGA_173101_P019_WD02_i5-1102_i7-72_S15143_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WD03,344-23,TRUE,FALSE,4,2023,HS 127,264695x3609913,RAPiD-Genomics_F534_UGA_173101_P019_WD03_i5-1102_i7-30_S15144_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WD04,362-23,TRUE,FALSE,5,2023,HS 027,264464x3592495,RAPiD-Genomics_F534_UGA_173101_P019_WD04_i5-1102_i7-91_S15145_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WD05,322-23,TRUE,FALSE,5,2023,HS 101,275317x3599324,RAPiD-Genomics_F534_UGA_173101_P019_WD05_i5-1102_i7-71_S15146_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WD06,356-23,TRUE,FALSE,6,2023,HS 032,263672x3593292,RAPiD-Genomics_F534_UGA_173101_P019_WD06_i5-1102_i7-50_S15147_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WD07,358-23,TRUE,TRUE,5,2023,HS 110,267503x3603769,RAPiD-Genomics_F534_UGA_173101_P019_WD07_i5-1102_i7-86_S15148_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WD08,331-23,TRUE,TRUE,4,2023,HS 123,270896x3606897,RAPiD-Genomics_F534_UGA_173101_P019_WD08_i5-1102_i7-80_S15149_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WD09,429-23,TRUE,FALSE,6,2023,HS 030,260871x3593893,RAPiD-Genomics_F534_UGA_173101_P019_WD09_i5-1102_i7-64_S15150_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WD10,415-23,TRUE,FALSE,3,2023,HS 009,259209x3585507,RAPiD-Genomics_F534_UGA_173101_P019_WD10_i5-1102_i7-8_S15151_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WD11,410-23,TRUE,FALSE,6,2023,HS 079,271148x3597454,RAPiD-Genomics_F534_UGA_173101_P019_WD11_i5-1102_i7-58_S15152_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WD12,1-24,TRUE,FALSE,7,2024,HS 031,261769x3593353,RAPiD-Genomics_F534_UGA_173101_P019_WD12_i5-1102_i7-9_S15153_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WE01,45-24,TRUE,FALSE,7,2024,HS 027,264464x3592495,RAPiD-Genomics_F534_UGA_173101_P019_WE01_i5-1102_i7-48_S15154_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WE02,5-24,TRUE,TRUE,6,2024,HS 033,262817x3594007,RAPiD-Genomics_F534_UGA_173101_P019_WE02_i5-1102_i7-89_S15155_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WE03,38-24,TRUE,FALSE,3,2024,HS 087,267749x3598700,RAPiD-Genomics_F534_UGA_173101_P019_WE03_i5-1102_i7-87_S15156_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WE04,5-24,TRUE,TRUE,6,2024,HS 033,262817x3594007,RAPiD-Genomics_F534_UGA_173101_P019_WE04_i5-1102_i7-21_S15157_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WE05,48-24,TRUE,FALSE,3,2024,HS 017,260417x3588089,RAPiD-Genomics_F534_UGA_173101_P019_WE05_i5-1102_i7-94_S15158_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WE06,87-24,TRUE,FALSE,2,2024,HS 027,264464x3592495,RAPiD-Genomics_F534_UGA_173101_P019_WE06_i5-1102_i7-35_S15159_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WE07,134-24,TRUE,TRUE,4,2024,HS 034,264626x3594282,RAPiD-Genomics_F534_UGA_173101_P019_WE07_i5-1102_i7-44_S15160_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WE08,96-24,TRUE,FALSE,6,2024,HS 089,271012x3598856,RAPiD-Genomics_F534_UGA_173101_P019_WE08_i5-1102_i7-4_S15161_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WE09,134-24,TRUE,TRUE,4,2024,HS 034,264626x3594282,RAPiD-Genomics_F534_UGA_173101_P019_WE09_i5-1102_i7-24_S15162_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WE10,198-24,TRUE,FALSE,6,2024,HS 044,264092x3597212,RAPiD-Genomics_F534_UGA_173101_P019_WE10_i5-1102_i7-61_S15163_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WE11,219-24,TRUE,TRUE,4,2024,HS 003,248920x3588050,RAPiD-Genomics_F534_UGA_173101_P019_WE11_i5-1102_i7-13_S15164_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WE12,154-24,TRUE,FALSE,3,2024,HS 048,261267x3598930,RAPiD-Genomics_F534_UGA_173101_P019_WE12_i5-1102_i7-76_S15165_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WF01,155-24,TRUE,FALSE,1,2024,HS 030,260871x3593893,RAPiD-Genomics_F534_UGA_173101_P019_WF01_i5-1102_i7-28_S15166_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WF02,196-24,TRUE,FALSE,7,2024,HS 028,258399x3594245,RAPiD-Genomics_F534_UGA_173101_P019_WF02_i5-1102_i7-78_S15167_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WF03,233-24,TRUE,FALSE,1,2024,HS 067,269282x3591006,RAPiD-Genomics_F534_UGA_173101_P019_WF03_i5-1102_i7-79_S15168_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WF04,219-24,TRUE,TRUE,4,2024,HS 003,248920x3588050,RAPiD-Genomics_F534_UGA_173101_P019_WF04_i5-1102_i7-45_S15169_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WF05,304-24,TRUE,FALSE,2,2024,HS 024,265598x3590529,RAPiD-Genomics_F534_UGA_173101_P019_WF05_i5-1102_i7-92_S15170_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WF06,321-24,TRUE,FALSE,1,2024,HS 032,263672x3593292,RAPiD-Genomics_F534_UGA_173101_P019_WF06_i5-1102_i7-60_S15171_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WF07,277-24,TRUE,TRUE,2,2024,HS 142,270560x3610662,RAPiD-Genomics_F534_UGA_173101_P019_WF07_i5-1102_i7-33_S15172_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WF08,277-24,TRUE,TRUE,2,2024,HS 142,270560x3610662,RAPiD-Genomics_F534_UGA_173101_P019_WF08_i5-1102_i7-53_S15173_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WF09,293-24,TRUE,FALSE,6,2024,HS 030,260871x3593893,RAPiD-Genomics_F534_UGA_173101_P019_WF09_i5-1102_i7-46_S15174_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WF10,315-24,TRUE,FALSE,1,2024,HS 025,265276x3591787,RAPiD-Genomics_F534_UGA_173101_P019_WF10_i5-1102_i7-26_S15175_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WF11,255-24,TRUE,FALSE,4,2024,HS 026,262853x3592521,RAPiD-Genomics_F534_UGA_173101_P019_WF11_i5-1102_i7-51_S15176_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WF12,294-24,TRUE,FALSE,6,2024,HS 030,260871x3593893,RAPiD-Genomics_F534_UGA_173101_P019_WF12_i5-1102_i7-66_S15177_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WG01,316-24,TRUE,FALSE,4,2024,HS 142,270560x3610662,RAPiD-Genomics_F534_UGA_173101_P019_WG01_i5-1102_i7-84_S15178_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WG02,264-24,TRUE,FALSE,7,2024,HS 028,258399x3594245,RAPiD-Genomics_F534_UGA_173101_P019_WG02_i5-1102_i7-12_S15179_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WG03,358-24,TRUE,TRUE,3,2024,HS 017,260417x3588089,RAPiD-Genomics_F534_UGA_173101_P019_WG03_i5-1102_i7-22_S15277_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WG04,359-24,TRUE,FALSE,4,2024,HS 125,269445x3608787,RAPiD-Genomics_F534_UGA_173101_P019_WG04_i5-1102_i7-10_S15180_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WG05,397-24,TRUE,TRUE,6,2024,HS 123,270896x3606897,RAPiD-Genomics_F534_UGA_173101_P019_WG05_i5-1102_i7-69_S15278_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WG06,373-24,TRUE,FALSE,6,2024,HS 089,271012x3598856,RAPiD-Genomics_F534_UGA_173101_P019_WG06_i5-1102_i7-14_S15181_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WG07,397-24,TRUE,TRUE,6,2024,HS 123,270896x3606897,RAPiD-Genomics_F534_UGA_173101_P019_WG07_i5-1102_i7-18_S15182_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WG08,423-24,TRUE,TRUE,5,2024,HS 085,264337x3598727,RAPiD-Genomics_F534_UGA_173101_P019_WG08_i5-1102_i7-68_S15183_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WG09,423-24,TRUE,TRUE,5,2024,HS 085,264337x3598727,RAPiD-Genomics_F534_UGA_173101_P019_WG09_i5-1102_i7-41_S15184_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WG10,434-24,TRUE,TRUE,7,2024,HS 045,258191x3598537,RAPiD-Genomics_F534_UGA_173101_P019_WG10_i5-1102_i7-37_S15185_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WG11,1179-24,TRUE,FALSE,4,2024,HS 104,275884x3600561,RAPiD-Genomics_F534_UGA_173101_P019_WG11_i5-1102_i7-96_S15186_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WG12,427-24,TRUE,FALSE,5,2024,HS 050,259851x3599573,RAPiD-Genomics_F534_UGA_173101_P019_WG12_i5-1102_i7-42_S15187_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WH01,434-24,TRUE,TRUE,7,2024,HS 045,258191x3598537,RAPiD-Genomics_F534_UGA_173101_P019_WH01_i5-1102_i7-11_S15188_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P019_WH02,91.B.13,FALSE,FALSE,NA,2022,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH02_i5-1102_i7-32_S15189_L003_R1_001.fastq,F,Capture,CGA
UGA_173101_P019_WH03,1-C,FALSE,TRUE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH03_i5-1102_i7-88_S15190_L003_R1_001.fastq,M,Capture,CGA
UGA_173101_P019_WH04,70-B,FALSE,FALSE,NA,2022,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH04_i5-1102_i7-73_S15191_L003_R1_001.fastq,M,Capture,CGA
UGA_173101_P019_WH05,1-C,FALSE,TRUE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH05_i5-1102_i7-15_S15192_L003_R1_001.fastq,M,Capture,CGA
UGA_173101_P019_WH06,80-DC,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH06_i5-1102_i7-49_S15193_L003_R1_001.fastq,M,Den Check,NGA
UGA_173101_P019_WH07,17-C,FALSE,TRUE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH07_i5-1102_i7-1_S15194_L003_R1_001.fastq,M,Capture,CGA
UGA_173101_P019_WH08,80-NGA,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH08_i5-1102_i7-85_S15195_L003_R1_001.fastq,M,Euthanized,NGA
UGA_173101_P019_WH09,68-NGA,FALSE,TRUE,NA,2022,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH09_i5-1102_i7-83_S15196_L003_R1_001.fastq,F,Capture,NGA
UGA_173101_P019_WH10,91-B.13,FALSE,FALSE,NA,2022,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH10_i5-1102_i7-34_S15197_L003_R1_001.fastq,F,Capture,CGA
UGA_173101_P019_WH11,38-SGA,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH11_i5-1102_i7-95_S15198_L003_R1_001.fastq,M,Harvest,SGA
UGA_173101_P019_WH12,61-NGA,FALSE,FALSE,NA,2021,NA,NA,RAPiD-Genomics_F534_UGA_173101_P019_WH12_i5-1102_i7-56_S15199_L003_R1_001.fastq,M,Euthanized,NGA
UGA_173101_P020_WA01,425-24,TRUE,FALSE,2,2024,HS 085,264337x3598727,RAPiD-Genomics_F566_UGA_173101_P020_WA01_i5-505_i7-59_S3891_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WA02,135-24,TRUE,FALSE,7,2024,HS 008,256165x3589588,RAPiD-Genomics_F566_UGA_173101_P020_WA02_i5-505_i7-27_S3892_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WA03,388-24,TRUE,FALSE,6,2024,HS 024,265598x3590529,RAPiD-Genomics_F566_UGA_173101_P020_WA03_i5-505_i7-82_S3893_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WA04,172-24,TRUE,FALSE,3,2024,HS 077,268407x3596503,RAPiD-Genomics_F566_UGA_173101_P020_WA04_i5-505_i7-7_S3894_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WA05,209-23,TRUE,FALSE,7,2023,HS 025,265276x3591787,RAPiD-Genomics_F566_UGA_173101_P020_WA05_i5-505_i7-38_S3895_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WA06,394-24,TRUE,FALSE,4,2024,HS 042,259530x3597317,RAPiD-Genomics_F566_UGA_173101_P020_WA06_i5-505_i7-74_S3896_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WA07,38-23,TRUE,FALSE,3,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P020_WA07_i5-505_i7-77_S3897_L001_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P020_WA08,12-C,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F566_UGA_173101_P020_WA08_i5-505_i7-16_S3898_L001_R1_001.fastq,M,Capture,CGA
UGA_173101_P020_WA09,319-23,TRUE,FALSE,6,2023,HS 032,263672x3593292,RAPiD-Genomics_F566_UGA_173101_P020_WA09_i5-505_i7-36_S3899_L001_R1_001.fastq,,Hair Snare,CGA
