rgID,ugaID,is.SCR,is.rep,week,year,snare,utmSnare,fqfile,knownSEX,sampSOURCE,region
UGA_173101_P021_WD04,418-24,TRUE,FALSE,4,2024,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P021_WD04_i5-501_i7-91_S40_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WD05,230-23,TRUE,FALSE,6,2023,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P021_WD05_i5-501_i7-71_S41_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WD06,289-23,TRUE,FALSE,4,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P021_WD06_i5-501_i7-50_S42_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WD07,121-24,TRUE,FALSE,7,2024,HS 032,263672x3593292,RAPiD-Genomics_F566_UGA_173101_P021_WD07_i5-501_i7-86_S43_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WD08,363-24,TRUE,FALSE,3,2024,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P021_WD08_i5-501_i7-80_S44_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WD09,92-24,TRUE,FALSE,4,2024,HS 024,265598x3590529,RAPiD-Genomics_F566_UGA_173101_P021_WD09_i5-501_i7-64_S45_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WD10,531-24,TRUE,FALSE,3,2024,HS 098,267490x3602986,RAPiD-Genomics_F566_UGA_173101_P021_WD10_i5-501_i7-8_S46_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WD11,213-24,TRUE,FALSE,6,2024,HS 024,265598x3590529,RAPiD-Genomics_F566_UGA_173101_P021_WD11_i5-501_i7-58_S47_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WD12,245-24,TRUE,FALSE,2,2024,HS 045,258191x3598537,RAPiD-Genomics_F566_UGA_173101_P021_WD12_i5-501_i7-9_S48_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WE01,270-24,TRUE,FALSE,5,2024,HS 034,264626x3594282,RAPiD-Genomics_F566_UGA_173101_P021_WE01_i5-501_i7-48_S49_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WE02,343-24,TRUE,FALSE,2,2024,HS 142,270560x3610662,RAPiD-Genomics_F566_UGA_173101_P021_WE02_i5-501_i7-89_S50_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WE03,9-23,TRUE,FALSE,3,2023,HS 044,264092x3597212,RAPiD-Genomics_F566_UGA_173101_P021_WE03_i5-501_i7-87_S51_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WE04,14-24,TRUE,FALSE,6,2024,HS 042,259530x3597317,RAPiD-Genomics_F566_UGA_173101_P021_WE04_i5-501_i7-21_S52_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WE05,229-23,TRUE,FALSE,6,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P021_WE05_i5-501_i7-94_S53_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WE06,94-24,TRUE,FALSE,5,2024,HS 021,264713x3588839,RAPiD-Genomics_F566_UGA_173101_P021_WE06_i5-501_i7-35_S54_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WE07,192-23,TRUE,FALSE,3,2023,HS 030,260871x3593893,RAPiD-Genomics_F566_UGA_173101_P021_WE07_i5-501_i7-44_S55_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WE08,335-23,TRUE,FALSE,2,2023,HS 026,262853x3592521,RAPiD-Genomics_F566_UGA_173101_P021_WE08_i5-501_i7-4_S56_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WE09,34-24,TRUE,FALSE,1,2024,HS 076,270936x3595484,RAPiD-Genomics_F566_UGA_173101_P021_WE09_i5-501_i7-24_S57_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WE10,378-23,TRUE,FALSE,1,2023,HS 012,258412x3586648,RAPiD-Genomics_F566_UGA_173101_P021_WE10_i5-501_i7-61_S58_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WE11,337-24,TRUE,FALSE,2,2024,HS 065,269178x3589726,RAPiD-Genomics_F566_UGA_173101_P021_WE11_i5-501_i7-13_S59_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WE12,74-NGA,FALSE,FALSE,NA,2022,NA,NA,RAPiD-Genomics_F566_UGA_173101_P021_WE12_i5-501_i7-76_S60_L003_R1_001.fastq,F,Capture,NGA
UGA_173101_P021_WF01,274-23,TRUE,FALSE,7,2023,HS 007,255057x3589730,RAPiD-Genomics_F566_UGA_173101_P021_WF01_i5-501_i7-28_S61_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WF02,193-23,TRUE,FALSE,4,2023,HS 009,259209x3585507,RAPiD-Genomics_F566_UGA_173101_P021_WF02_i5-501_i7-78_S62_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WF03,351-24,TRUE,FALSE,6,2024,HS 101,275317x3599324,RAPiD-Genomics_F566_UGA_173101_P021_WF03_i5-501_i7-79_S63_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WF04,380-23,TRUE,FALSE,6,2023,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P021_WF04_i5-501_i7-45_S64_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WF05,89-23,TRUE,FALSE,5,2023,HS 073,267763x3594039,RAPiD-Genomics_F566_UGA_173101_P021_WF05_i5-501_i7-92_S65_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WF06,288-23,TRUE,FALSE,5,2023,HS 096,271378x3600579,RAPiD-Genomics_F566_UGA_173101_P021_WF06_i5-501_i7-60_S66_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WF07,403-24,TRUE,FALSE,3,2024,HS 038,264323x3595743,RAPiD-Genomics_F566_UGA_173101_P021_WF07_i5-501_i7-33_S67_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WF08,46-23,TRUE,FALSE,4,2023,HS 116,269531x3605091,RAPiD-Genomics_F566_UGA_173101_P021_WF08_i5-501_i7-53_S68_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WF09,367-23,TRUE,FALSE,5,2023,HS 070,269359x3592627,RAPiD-Genomics_F566_UGA_173101_P021_WF09_i5-501_i7-46_S69_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WF10,269-24,TRUE,FALSE,6,2024,HS 033,262817x3594007,RAPiD-Genomics_F566_UGA_173101_P021_WF10_i5-501_i7-26_S70_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WF11,774-24,TRUE,FALSE,2,2024,HS 084,267164x3597536,RAPiD-Genomics_F566_UGA_173101_P021_WF11_i5-501_i7-51_S71_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WF12,115-23,TRUE,FALSE,6,2023,HS 009,259209x3585507,RAPiD-Genomics_F566_UGA_173101_P021_WF12_i5-501_i7-66_S72_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WG01,178-23,TRUE,FALSE,6,2023,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P021_WG01_i5-501_i7-84_S73_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WG02,132-23,TRUE,FALSE,4,2023,HS 126,270872x3608550,RAPiD-Genomics_F566_UGA_173101_P021_WG02_i5-501_i7-12_S74_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WG03,72-24,TRUE,FALSE,7,2024,HS 036,259789x3595296,RAPiD-Genomics_F566_UGA_173101_P021_WG03_i5-501_i7-22_S75_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WG04,384-24,TRUE,FALSE,3,2024,HS 051,260705x3599596,RAPiD-Genomics_F566_UGA_173101_P021_WG04_i5-501_i7-10_S76_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WG05,372-24,TRUE,FALSE,3,2024,HS 045,258191x3598537,RAPiD-Genomics_F566_UGA_173101_P021_WG05_i5-501_i7-69_S77_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WG06,381-23,TRUE,FALSE,4,2023,HS 071,266900x3593042,RAPiD-Genomics_F566_UGA_173101_P021_WG06_i5-501_i7-14_S78_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WG07,248-24,TRUE,FALSE,3,2024,HS 051,260705x3599596,RAPiD-Genomics_F566_UGA_173101_P021_WG07_i5-501_i7-18_S79_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WG08,516-24,TRUE,FALSE,6,2024,HS 040,262860x3595893,RAPiD-Genomics_F566_UGA_173101_P021_WG08_i5-501_i7-68_S80_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WG09,14-CGA-H,FALSE,FALSE,NA,2012,NA,NA,RAPiD-Genomics_F566_UGA_173101_P021_WG09_i5-501_i7-41_S81_L003_R1_001.fastq,,Hair Snare,CGA-H
UGA_173101_P021_WG10,165-23,TRUE,FALSE,4,2023,HS 051,260705x3599596,RAPiD-Genomics_F566_UGA_173101_P021_WG10_i5-501_i7-37_S82_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WG11,450-23,TRUE,FALSE,6,2023,HS 030,260871x3593893,RAPiD-Genomics_F566_UGA_173101_P021_WG11_i5-501_i7-96_S83_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WG12,63-23,TRUE,FALSE,6,2023,HS 070,269359x3592627,RAPiD-Genomics_F566_UGA_173101_P021_WG12_i5-501_i7-42_S84_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WH01,125-23,TRUE,FALSE,4,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P021_WH01_i5-501_i7-11_S85_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WH02,320-23,TRUE,FALSE,3,2023,HS 101,275317x3599324,RAPiD-Genomics_F566_UGA_173101_P021_WH02_i5-501_i7-32_S86_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WH03,295-24,TRUE,FALSE,2,2024,HS 021,264713x3588839,RAPiD-Genomics_F566_UGA_173101_P021_WH03_i5-501_i7-88_S87_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WH04,182-23,TRUE,FALSE,5,2023,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P021_WH04_i5-501_i7-73_S88_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WH05,266-23,TRUE,FALSE,7,2023,HS 065,269178x3589726,RAPiD-Genomics_F566_UGA_173101_P021_WH05_i5-501_i7-15_S89_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WH06,227-23,TRUE,TRUE,5,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P021_WH06_i5-501_i7-49_S90_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WH07,34-23,TRUE,FALSE,1,2023,HS 012,258412x3586648,RAPiD-Genomics_F566_UGA_173101_P021_WH07_i5-501_i7-1_S91_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WH08,55-24,TRUE,FALSE,4,2024,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P021_WH08_i5-501_i7-85_S92_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WH09,256-24,TRUE,FALSE,7,2024,HS 033,262817x3594007,RAPiD-Genomics_F566_UGA_173101_P021_WH09_i5-501_i7-83_S93_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WH10,56-23,TRUE,FALSE,4,2023,HS 056,266161x3582880,RAPiD-Genomics_F566_UGA_173101_P021_WH10_i5-501_i7-34_S94_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WH11,58-23,TRUE,FALSE,7,2023,HS 071,266900x3593042,RAPiD-Genomics_F566_UGA_173101_P021_WH11_i5-501_i7-95_S95_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P021_WH12,94-23,TRUE,FALSE,2,2023,HS 109,266420x3604161,RAPiD-Genomics_F566_UGA_173101_P021_WH12_i5-501_i7-56_S96_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WA01,411-23,TRUE,FALSE,7,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P022_WA01_i5-503_i7-59_S7583_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WA02,407-23,TRUE,FALSE,6,2023,HS 071,266900x3593042,RAPiD-Genomics_F566_UGA_173101_P022_WA02_i5-1098_i7-27_S7584_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WA03,69-24,TRUE,FALSE,3,2024,HS 038,264323x3595743,RAPiD-Genomics_F566_UGA_173101_P022_WA03_i5-1098_i7-82_S7585_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WA04,31-23,TRUE,FALSE,3,2023,HS 101,275317x3599324,RAPiD-Genomics_F566_UGA_173101_P022_WA04_i5-1098_i7-7_S7586_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WA05,285-23,TRUE,FALSE,4,2023,HS 071,266900x3593042,RAPiD-Genomics_F566_UGA_173101_P022_WA05_i5-1098_i7-38_S7587_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WA06,426-24,TRUE,FALSE,5,2024,HS 045,258191x3598537,RAPiD-Genomics_F566_UGA_173101_P022_WA06_i5-1098_i7-74_S7588_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WA07,189-24,TRUE,FALSE,1,2024,HS 031,261769x3593353,RAPiD-Genomics_F566_UGA_173101_P022_WA07_i5-1098_i7-77_S7589_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WA08,70-NGA,FALSE,FALSE,NA,2022,NA,NA,RAPiD-Genomics_F566_UGA_173101_P022_WA08_i5-1098_i7-16_S7590_L003_R1_001.fastq,F,Capture,NGA
UGA_173101_P022_WA09,272-23,TRUE,FALSE,6,2023,HS 009,259209x3585507,RAPiD-Genomics_F566_UGA_173101_P022_WA09_i5-1098_i7-36_S7591_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WA10,279-24,TRUE,FALSE,6,2024,HS 042,259530x3597317,RAPiD-Genomics_F566_UGA_173101_P022_WA10_i5-1098_i7-54_S7592_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WA11,250-24,TRUE,FALSE,6,2024,HS 030,260871x3593893,RAPiD-Genomics_F566_UGA_173101_P022_WA11_i5-1098_i7-25_S7593_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WA12,160-23,TRUE,FALSE,6,2023,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P022_WA12_i5-1098_i7-23_S7594_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WB01,218-24,TRUE,FALSE,4,2024,HS 137,269792x3602810,RAPiD-Genomics_F566_UGA_173101_P022_WB01_i5-503_i7-31_S7595_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WB02,272-24,TRUE,FALSE,4,2024,HS 025,265276x3591787,RAPiD-Genomics_F566_UGA_173101_P022_WB02_i5-1098_i7-39_S7596_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WB03,387-23,TRUE,FALSE,4,2023,HS 071,266900x3593042,RAPiD-Genomics_F566_UGA_173101_P022_WB03_i5-1098_i7-2_S7597_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WB04,281-24,TRUE,FALSE,5,2024,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P022_WB04_i5-1098_i7-20_S7598_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WB05,423-23,TRUE,FALSE,5,2023,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P022_WB05_i5-1098_i7-90_S7599_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WB06,54-24,TRUE,FALSE,7,2024,HS 087,267749x3598700,RAPiD-Genomics_F566_UGA_173101_P022_WB06_i5-1098_i7-6_S7600_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WB07,125-24,TRUE,FALSE,6,2024,HS 026,262853x3592521,RAPiD-Genomics_F566_UGA_173101_P022_WB07_i5-1098_i7-29_S7601_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WB08,170-24,TRUE,FALSE,7,2024,HS 025,265276x3591787,RAPiD-Genomics_F566_UGA_173101_P022_WB08_i5-1098_i7-57_S7602_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WB09,389-24,TRUE,TRUE,7,2024,HS 039,258163x3596434,RAPiD-Genomics_F566_UGA_173101_P022_WB09_i5-1098_i7-63_S7603_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WB10,490-24,TRUE,FALSE,6,2024,HS 033,262817x3594007,RAPiD-Genomics_F566_UGA_173101_P022_WB10_i5-1098_i7-55_S7604_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WB11,498-24,TRUE,FALSE,1,2024,HS 043,261231x3597373,RAPiD-Genomics_F566_UGA_173101_P022_WB11_i5-1098_i7-5_S7605_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WB12,7-CGA-H,FALSE,FALSE,NA,2012,NA,NA,RAPiD-Genomics_F566_UGA_173101_P022_WB12_i5-1098_i7-75_S7606_L003_R1_001.fastq,,Hair Snare,CGA-H
UGA_173101_P022_WC01,228-23,TRUE,FALSE,6,2023,HS 032,263672x3593292,RAPiD-Genomics_F566_UGA_173101_P022_WC01_i5-503_i7-65_S7607_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WC02,274-24,TRUE,FALSE,4,2024,HS 144,262266x3597084,RAPiD-Genomics_F566_UGA_173101_P022_WC02_i5-1098_i7-67_S7608_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WC03,243-24,TRUE,FALSE,2,2024,HS 073,267763x3594039,RAPiD-Genomics_F566_UGA_173101_P022_WC03_i5-1098_i7-40_S7609_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WC04,416-24,TRUE,FALSE,7,2024,HS 032,263672x3593292,RAPiD-Genomics_F566_UGA_173101_P022_WC04_i5-1098_i7-19_S7610_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WC05,36-23,TRUE,FALSE,3,2023,HS 101,275317x3599324,RAPiD-Genomics_F566_UGA_173101_P022_WC05_i5-1098_i7-81_S7611_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WC06,203-23,TRUE,FALSE,4,2023,HS 068,268186x3591620,RAPiD-Genomics_F566_UGA_173101_P022_WC06_i5-1098_i7-3_S7612_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WC07,245-23,TRUE,FALSE,3,2023,HS 008,256165x3589588,RAPiD-Genomics_F566_UGA_173101_P022_WC07_i5-1098_i7-62_S7613_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WC08,204-24,TRUE,FALSE,1,2024,HS 045,258191x3598537,RAPiD-Genomics_F566_UGA_173101_P022_WC08_i5-1098_i7-17_S7614_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WC09,229-24,TRUE,FALSE,6,2024,HS 123,270896x3606897,RAPiD-Genomics_F566_UGA_173101_P022_WC09_i5-1098_i7-93_S7615_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WC10,421-24,TRUE,FALSE,6,2024,HS 032,263672x3593292,RAPiD-Genomics_F566_UGA_173101_P022_WC10_i5-1098_i7-47_S7616_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WC11,461-24,TRUE,FALSE,4,2024,HS 137,269792x3602810,RAPiD-Genomics_F566_UGA_173101_P022_WC11_i5-1098_i7-70_S7617_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WC12,255-23,TRUE,FALSE,5,2023,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P022_WC12_i5-1098_i7-43_S7618_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WD01,50-24,TRUE,FALSE,7,2024,HS 001,248187x3586614,RAPiD-Genomics_F566_UGA_173101_P022_WD01_i5-503_i7-52_S7619_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WD02,63-24,TRUE,FALSE,3,2024,HS 011,257416x3586308,RAPiD-Genomics_F566_UGA_173101_P022_WD02_i5-1098_i7-72_S7620_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WD03,408-24,TRUE,FALSE,2,2024,HS 024,265598x3590529,RAPiD-Genomics_F566_UGA_173101_P022_WD03_i5-1098_i7-30_S7621_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WD04,72-23,TRUE,FALSE,6,2023,HS 046,258973x3598847,RAPiD-Genomics_F566_UGA_173101_P022_WD04_i5-1098_i7-91_S7622_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WD05,328-23,TRUE,FALSE,6,2023,HS 088,269565x3599125,RAPiD-Genomics_F566_UGA_173101_P022_WD05_i5-1098_i7-71_S7623_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WD06,306-24,TRUE,TRUE,3,2024,HS 025,265276x3591787,RAPiD-Genomics_F566_UGA_173101_P022_WD06_i5-1098_i7-50_S7624_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WD07,39-C,FALSE,FALSE,NA,2024,NA,NA,RAPiD-Genomics_F566_UGA_173101_P022_WD07_i5-1098_i7-86_S7625_L003_R1_001.fastq,M,Capture,CGA
UGA_173101_P022_WD08,341-24,TRUE,FALSE,3,2024,HS 048,261267x3598930,RAPiD-Genomics_F566_UGA_173101_P022_WD08_i5-1098_i7-80_S7626_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WD09,283-24,TRUE,FALSE,4,2024,HS 116,269531x3605091,RAPiD-Genomics_F566_UGA_173101_P022_WD09_i5-1098_i7-64_S7627_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WD10,275-24,TRUE,FALSE,7,2024,HS 046,258973x3598847,RAPiD-Genomics_F566_UGA_173101_P022_WD10_i5-1098_i7-8_S7628_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WD11,371-24,TRUE,FALSE,7,2024,HS 033,262817x3594007,RAPiD-Genomics_F566_UGA_173101_P022_WD11_i5-1098_i7-58_S7629_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WD12,27-C,FALSE,FALSE,NA,2023,NA,NA,RAPiD-Genomics_F566_UGA_173101_P022_WD12_i5-1098_i7-9_S7630_L003_R1_001.fastq,F,Capture,CGA
UGA_173101_P022_WE01,601-23,TRUE,FALSE,3,2023,HS 007,255057x3589730,RAPiD-Genomics_F566_UGA_173101_P022_WE01_i5-503_i7-48_S7631_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WE02,224-24,TRUE,FALSE,1,2024,HS 025,265276x3591787,RAPiD-Genomics_F566_UGA_173101_P022_WE02_i5-1098_i7-89_S7632_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WE03,217-24,TRUE,FALSE,1,2024,HS 031,261769x3593353,RAPiD-Genomics_F566_UGA_173101_P022_WE03_i5-1098_i7-87_S7633_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WE04,364-24,TRUE,FALSE,5,2024,HS 077,268407x3596503,RAPiD-Genomics_F566_UGA_173101_P022_WE04_i5-1098_i7-21_S7634_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WE05,466-24,TRUE,FALSE,3,2024,HS 139,273870x3603778,RAPiD-Genomics_F566_UGA_173101_P022_WE05_i5-1098_i7-94_S7635_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WE06,17-23,TRUE,FALSE,6,2023,HS 075,269338x3595713,RAPiD-Genomics_F566_UGA_173101_P022_WE06_i5-1098_i7-35_S7636_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WE07,3-23,TRUE,FALSE,4,2023,HS 127,264695x3609913,RAPiD-Genomics_F566_UGA_173101_P022_WE07_i5-1098_i7-44_S7637_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WE08,253-24,TRUE,FALSE,7,2024,HS 033,262817x3594007,RAPiD-Genomics_F566_UGA_173101_P022_WE08_i5-1098_i7-4_S7638_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WE09,25-CGA-H,FALSE,FALSE,NA,2012,NA,NA,RAPiD-Genomics_F566_UGA_173101_P022_WE09_i5-1098_i7-24_S7639_L003_R1_001.fastq,,Hair Snare,CGA-H
UGA_173101_P022_WE10,117-23,TRUE,FALSE,4,2023,HS 010,260875x3584312,RAPiD-Genomics_F566_UGA_173101_P022_WE10_i5-1098_i7-61_S7640_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WE11,171-23,TRUE,FALSE,5,2023,HS 066,268064x3590555,RAPiD-Genomics_F566_UGA_173101_P022_WE11_i5-1098_i7-13_S7641_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WE12,477-23,TRUE,FALSE,5,2023,HS 079,271148x3597454,RAPiD-Genomics_F566_UGA_173101_P022_WE12_i5-1098_i7-76_S7642_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WF01,709-23,TRUE,FALSE,5,2023,HS 086,266197x3598788,RAPiD-Genomics_F566_UGA_173101_P022_WF01_i5-503_i7-28_S7643_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WF02,249-23,TRUE,FALSE,3,2023,HS 101,275317x3599324,RAPiD-Genomics_F566_UGA_173101_P022_WF02_i5-1098_i7-78_S7644_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WF03,397-23,TRUE,FALSE,7,2023,HS 051,260705x3599596,RAPiD-Genomics_F566_UGA_173101_P022_WF03_i5-1098_i7-79_S7645_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WF04,317-24,TRUE,FALSE,4,2024,HS 041,258115x3597270,RAPiD-Genomics_F566_UGA_173101_P022_WF04_i5-1098_i7-45_S7646_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WF05,10-23,TRUE,FALSE,5,2023,HS 065,269178x3589726,RAPiD-Genomics_F566_UGA_173101_P022_WF05_i5-1098_i7-92_S7647_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WF06,349-24,TRUE,FALSE,2,2024,HS 027,264464x3592495,RAPiD-Genomics_F566_UGA_173101_P022_WF06_i5-1098_i7-60_S7648_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WF07,458-24,TRUE,FALSE,6,2024,HS 042,259530x3597317,RAPiD-Genomics_F566_UGA_173101_P022_WF07_i5-1098_i7-33_S7649_L003_R1_001.fastq,,Hair Snare,CGA
UGA_173101_P022_WF08,2-24,TRUE,FALSE,1,2024,HS 041,258115x3597270,RAPiD-Genomics_F566_UGA_173101_P022_WF08_i5-1098_i7-53_S7650_L003_R1_001.fastq,,Hair Snare,CGA
