extID,ugaID,is.SCR,is.rep,week,year,snare,utmSnare,fqfile,knownSEX,sampSOURCE,region,nSNPgt,vcfID,FILT
GTseek_028_384i5_007_P098.UGA1_14-23,14-23,TRUE,FALSE,6,2023,HS 101,275317x3599324,NA,NA,Hair Sample,CGA,119,GTS_14-23,FALSE
GTseek_028_384i5_008_P098.UGA3_111-24,111-24,TRUE,FALSE,1,2024,HS 044,264092x3597212,NA,NA,Hair Sample,CGA,NA,GTS_111-24,TRUE
GTseek_028_384i5_009_P098.UGA1_15-23,15-23,TRUE,FALSE,3,2023,HS 024,265557x3590544,NA,NA,Hair Sample,CGA,121,GTS_15-23,FALSE
GTseek_028_384i5_010_P098.UGA3_114-24,114-24,TRUE,FALSE,5,2024,HS 103,273840x3600298,NA,NA,Hair Sample,CGA,124,GTS_114-24,FALSE
GTseek_028_384i5_011_P098.UGA1_27-23,27-23,TRUE,FALSE,3,2023,HS 070,269359x3592627,NA,NA,Hair Sample,CGA,122,GTS_27-23,FALSE
GTseek_028_384i5_012_P098.UGA3_117-24,117-24,TRUE,FALSE,7,2024,HS 037,261345x3595677,NA,NA,Hair Sample,CGA,116,GTS_117-24,FALSE
GTseek_028_384i5_013_P098.UGA1_29-23,29-23,TRUE,FALSE,4,2023,HS 040,262860x3595893,NA,NA,Hair Sample,CGA,NA,GTS_29-23,TRUE
GTseek_028_384i5_014_P098.UGA3_119-24,119-24,TRUE,FALSE,4,2024,HS 053,266356x3581189,NA,NA,Hair Sample,CGA,124,GTS_119-24,FALSE
GTseek_028_384i5_015_P098.UGA1_NTCp1,NTCp1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,GTS_NTCp1,TRUE
GTseek_028_384i5_016_P098.UGA3_120-24,120-24,TRUE,FALSE,2,2024,HS 083,266526x3596862,NA,NA,Hair Sample,CGA,122,GTS_120-24,FALSE
GTseek_028_384i5_017_P098.UGA2_321-23,321-23,TRUE,FALSE,6,2023,HS 042,259530x3597317,NA,NA,Hair Sample,CGA,NA,GTS_321-23,TRUE
GTseek_028_384i5_018_P098.UGA4_320-24,320-24,TRUE,FALSE,3,2024,HS 024,265598x3590529,NA,NA,Hair Sample,CGA,125,GTS_320-24,FALSE
GTseek_028_384i5_019_P098.UGA2_325-23,325-23,TRUE,FALSE,2,2023,HS 130,264559x3611461,NA,NA,Hair Sample,CGA,NA,GTS_325-23,TRUE
GTseek_028_384i5_020_P098.UGA4_322-24,322-24,TRUE,FALSE,6,2024,HS 017,260417x3588089,NA,NA,Hair Sample,CGA,9,GTS_322-24,TRUE
GTseek_028_384i5_021_P098.UGA2_342-23,342-23,TRUE,FALSE,4,2023,HS 051,260705x3599596,NA,NA,Hair Sample,CGA,NA,GTS_342-23,TRUE
GTseek_028_384i5_022_P098.UGA4_325-24,325-24,TRUE,FALSE,3,2024,HS 031,261769x3593353,NA,NA,Hair Sample,CGA,126,GTS_325-24,FALSE
GTseek_028_384i5_023_P098.UGA2_343-23,343-23,TRUE,FALSE,7,2023,HS 050,259851x3599573,NA,NA,Hair Sample,CGA,123,GTS_343-23,FALSE
GTseek_028_384i5_024_P098.UGA4_327-24,327-24,TRUE,FALSE,7,2024,HS 016,261485x3587362,NA,NA,Hair Sample,CGA,NA,GTS_327-24,TRUE
GTseek_028_384i5_025_P098.UGA2_345-23,345-23,TRUE,FALSE,3,2023,HS 024,265557x3590544,NA,NA,Hair Sample,CGA,NA,GTS_345-23,TRUE
GTseek_028_384i5_026_P098.UGA4_328-24,328-24,TRUE,FALSE,6,2024,HS 082,271206x3592503,NA,NA,Hair Sample,CGA,124,GTS_328-24,FALSE
GTseek_028_384i5_027_P098.UGA2_348-23,348-23,TRUE,FALSE,3,2023,HS 005,252875x3588670,NA,NA,Hair Sample,CGA,123,GTS_348-23,FALSE
GTseek_028_384i5_028_P098.UGA4_329-24,329-24,TRUE,FALSE,7,2024,HS 034,264626x3594282,NA,NA,Hair Sample,CGA,NA,GTS_329-24,TRUE
GTseek_028_384i5_029_P098.UGA2_350-23,350-23,TRUE,FALSE,4,2023,HS 042,259530x3597317,NA,NA,Hair Sample,CGA,NA,GTS_350-23,TRUE
GTseek_028_384i5_030_P098.UGA4_330-24,330-24,TRUE,FALSE,5,2024,HS 087,267749x3598700,NA,NA,Hair Sample,CGA,NA,GTS_330-24,TRUE
GTseek_028_384i5_031_P098.UGA2_351-23,351-23,TRUE,FALSE,7,2023,HS 045,258191x3598537,NA,NA,Hair Sample,CGA,123,GTS_351-23,FALSE
GTseek_028_384i5_032_P098.UGA4_332-24,332-24,TRUE,FALSE,1,2024,HS 066,268064x3590555,NA,NA,Hair Sample,CGA,123,GTS_332-24,FALSE
GTseek_028_384i5_033_P098.UGA1_40-23,40-23,TRUE,FALSE,6,2023,HS 075,269338x3595713,NA,NA,Hair Sample,CGA,115,GTS_40-23,FALSE
GTseek_028_384i5_034_P098.UGA3_122-24,122-24,TRUE,FALSE,6,2024,HS 033,262817x3594007,NA,NA,Hair Sample,CGA,124,GTS_122-24,FALSE
GTseek_028_384i5_035_P098.UGA1_47-23,47-23,TRUE,FALSE,6,2023,HS 043,260480x3597395,NA,NA,Hair Sample,CGA,122,GTS_47-23,FALSE
GTseek_028_384i5_036_P098.UGA3_124-24,124-24,TRUE,FALSE,3,2024,HS 061,265195x3585407,NA,NA,Hair Sample,CGA,123,GTS_124-24,FALSE
GTseek_028_384i5_037_P098.UGA1_60-23,60-23,TRUE,FALSE,6,2023,HS 051,260705x3599596,NA,NA,Hair Sample,CGA,123,GTS_60-23,FALSE
GTseek_028_384i5_038_P098.UGA3_126-24,126-24,TRUE,FALSE,3,2024,HS 123,270896x3606897,NA,NA,Hair Sample,CGA,122,GTS_126-24,FALSE
GTseek_028_384i5_039_P098.UGA1_64-23,64-23,TRUE,FALSE,4,2023,HS 007,255057x3589730,NA,NA,Hair Sample,CGA,NA,GTS_64-23,TRUE
GTseek_028_384i5_040_P098.UGA3_129-24,129-24,TRUE,FALSE,7,2024,HS 076,270936x3595484,NA,NA,Hair Sample,CGA,NA,GTS_129-24,TRUE
GTseek_028_384i5_041_P098.UGA1_66-23,66-23,TRUE,FALSE,7,2023,HS 110,267503x3603769,NA,NA,Hair Sample,CGA,NA,GTS_66-23,TRUE
GTseek_028_384i5_042_P098.UGA3_132-24,132-24,TRUE,FALSE,3,2024,HS 031,261769x3593353,NA,NA,Hair Sample,CGA,NA,GTS_132-24,TRUE
GTseek_028_384i5_043_P098.UGA1_67-23,67-23,TRUE,FALSE,7,2023,HS 001,248187x3586614,NA,NA,Hair Sample,CGA,120,GTS_67-23,FALSE
GTseek_028_384i5_044_P098.UGA3_136-24,136-24,TRUE,FALSE,2,2024,HS 024,265598x3590529,NA,NA,Hair Sample,CGA,124,GTS_136-24,FALSE
GTseek_028_384i5_045_P098.UGA1_70-23,70-23,TRUE,FALSE,3,2023,HS 044,264092x3597212,NA,NA,Hair Sample,CGA,124,GTS_70-23,FALSE
GTseek_028_384i5_046_P098.UGA3_137-24,137-24,TRUE,FALSE,1,2024,HS 038,264323x3595743,NA,NA,Hair Sample,CGA,27,GTS_137-24,TRUE
GTseek_028_384i5_047_P098.UGA1_74-23,74-23,TRUE,FALSE,3,2023,HS 068,268186x3591620,NA,NA,Hair Sample,CGA,119,GTS_74-23,FALSE
GTseek_028_384i5_048_P098.UGA3_138-24,138-24,TRUE,FALSE,7,2024,HS 001,248187x3586614,NA,NA,Hair Sample,CGA,NA,GTS_138-24,TRUE
GTseek_028_384i5_049_P098.UGA2_360-23,360-23,TRUE,FALSE,2,2023,HS 101,275317x3599324,NA,NA,Hair Sample,CGA,35,GTS_360-23,TRUE
GTseek_028_384i5_050_P098.UGA4_342-24,342-24,TRUE,FALSE,3,2024,HS 027,264464x3592495,NA,NA,Hair Sample,CGA,1,GTS_342-24,TRUE
GTseek_028_384i5_051_P098.UGA2_363-23,363-23,TRUE,FALSE,6,2023,HS 068,268186x3591620,NA,NA,Hair Sample,CGA,NA,GTS_363-23,TRUE
GTseek_028_384i5_052_P098.UGA4_344-24,344-24,TRUE,FALSE,6,2024,HS 033,262817x3594007,NA,NA,Hair Sample,CGA,NA,GTS_344-24,TRUE
GTseek_028_384i5_053_P098.UGA2_366-23,366-23,TRUE,FALSE,5,2023,HS 024,265557x3590544,NA,NA,Hair Sample,CGA,121,GTS_366-23,FALSE
GTseek_028_384i5_054_P098.UGA4_345-24,345-24,TRUE,FALSE,7,2024,HS 032,263672x3593292,NA,NA,Hair Sample,CGA,NA,GTS_345-24,TRUE
GTseek_028_384i5_055_P098.UGA2_368-23,368-23,TRUE,FALSE,3,2023,HS 012,258412x3586648,NA,NA,Hair Sample,CGA,NA,GTS_368-23,TRUE
GTseek_028_384i5_056_P098.UGA4_352-24,352-24,TRUE,FALSE,4,2024,HS 086,266197x3598788,NA,NA,Hair Sample,CGA,121,GTS_352-24,FALSE
GTseek_028_384i5_057_P098.UGA2_369-23,369-23,TRUE,FALSE,5,2023,HS 088,269565x3599125,NA,NA,Hair Sample,CGA,123,GTS_369-23,FALSE
GTseek_028_384i5_058_P098.UGA4_353-24,353-24,TRUE,FALSE,7,2024,HS 033,262817x3594007,NA,NA,Hair Sample,CGA,124,GTS_353-24,FALSE
GTseek_028_384i5_059_P098.UGA2_375-23,375-23,TRUE,FALSE,3,2023,HS 007,255057x3589730,NA,NA,Hair Sample,CGA,124,GTS_375-23,FALSE
GTseek_028_384i5_060_P098.UGA4_354-24,354-24,TRUE,FALSE,1,2024,HS 080,271058x3589778,NA,NA,Hair Sample,CGA,124,GTS_354-24,FALSE
GTseek_028_384i5_061_P098.UGA2_377-23,377-23,TRUE,FALSE,5,2023,HS 028,258399x3594245,NA,NA,Hair Sample,CGA,124,GTS_377-23,FALSE
GTseek_028_384i5_062_P098.UGA4_357-24,357-24,TRUE,FALSE,2,2024,HS 139,273870x3603778,NA,NA,Hair Sample,CGA,123,GTS_357-24,FALSE
GTseek_028_384i5_063_P098.UGA2_NTCp2,NTCp2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTS_NTCp2,TRUE
GTseek_028_384i5_064_P098.UGA4_361-24,361-24,TRUE,FALSE,1,2024,HS 041,258115x3597270,NA,NA,Hair Sample,CGA,21,GTS_361-24,TRUE
GTseek_028_384i5_065_P098.UGA1_79-23,79-23,TRUE,FALSE,6,2023,HS 042,259530x3597317,NA,NA,Hair Sample,CGA,123,GTS_79-23,FALSE
GTseek_028_384i5_066_P098.UGA3_142-24,142-24,TRUE,FALSE,2,2024,HS 025,265276x3591787,NA,NA,Hair Sample,CGA,NA,GTS_142-24,TRUE
GTseek_028_384i5_067_P098.UGA1_81-23,81-23,TRUE,FALSE,6,2023,HS 046,258973x3598847,NA,NA,Hair Sample,CGA,NA,GTS_81-23,TRUE
GTseek_028_384i5_068_P098.UGA3_143-24,143-24,TRUE,FALSE,3,2024,HS 031,261769x3593353,NA,NA,Hair Sample,CGA,124,GTS_143-24,FALSE
GTseek_028_384i5_069_P098.UGA1_83-23,83-23,TRUE,FALSE,1,2023,HS 101,275317x3599324,NA,NA,Hair Sample,CGA,124,GTS_83-23,FALSE
GTseek_028_384i5_070_P098.UGA3_144-24,144-24,TRUE,FALSE,7,2024,HS 001,248187x3586614,NA,NA,Hair Sample,CGA,NA,GTS_144-24,TRUE
GTseek_028_384i5_071_P098.UGA1_85-23,85-23,TRUE,FALSE,2,2023,HS 130,264559x3611461,NA,NA,Hair Sample,CGA,NA,GTS_85-23,TRUE
GTseek_028_384i5_072_P098.UGA3_145-24,145-24,TRUE,FALSE,2,2024,HS 023,266159x3589110,NA,NA,Hair Sample,CGA,124,GTS_145-24,FALSE
GTseek_028_384i5_073_P098.UGA1_90-23,90-23,TRUE,FALSE,3,2023,HS 070,269359x3592627,NA,NA,Hair Sample,CGA,NA,GTS_90-23,TRUE
GTseek_028_384i5_074_P098.UGA3_148-24,148-24,TRUE,FALSE,7,2024,HS 043,261231x3597373,NA,NA,Hair Sample,CGA,119,GTS_148-24,FALSE
GTseek_028_384i5_075_P098.UGA1_92-23,92-23,TRUE,FALSE,6,2023,HS 044,264092x3597212,NA,NA,Hair Sample,CGA,NA,GTS_92-23,TRUE
GTseek_028_384i5_076_P098.UGA3_150-24,150-24,TRUE,FALSE,5,2024,HS 077,268407x3596503,NA,NA,Hair Sample,CGA,NA,GTS_150-24,TRUE
GTseek_028_384i5_077_P098.UGA1_98-23,98-23,TRUE,FALSE,5,2023,HS 007,255057x3589730,NA,NA,Hair Sample,CGA,NA,GTS_98-23,TRUE
GTseek_028_384i5_078_P098.UGA3_151-24,151-24,TRUE,TRUE,3,2024,HS 012,258412x3586648,NA,NA,Hair Sample,CGA,122,GTS_151-24,FALSE
GTseek_028_384i5_079_P098.UGA1_102-23,102-23,TRUE,FALSE,4,2023,HS 046,258973x3598847,NA,NA,Hair Sample,CGA,119,GTS_102-23,FALSE
GTseek_028_384i5_080_P098.UGA3_NTCp3,NTCp3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTS_NTCp3,TRUE
GTseek_028_384i5_081_P098.UGA2_382-23,382-23,TRUE,FALSE,5,2023,HS 078,269432x3597119,NA,NA,Hair Sample,CGA,122,GTS_382-23,FALSE
GTseek_028_384i5_082_P098.UGA4_362-24,362-24,TRUE,FALSE,5,2024,HS 138,272644x3603812,NA,NA,Hair Sample,CGA,NA,GTS_362-24,TRUE
GTseek_028_384i5_083_P098.UGA2_383-23,383-23,TRUE,FALSE,4,2023,HS 077,268407x3596503,NA,NA,Hair Sample,CGA,NA,GTS_383-23,TRUE
GTseek_028_384i5_084_P098.UGA4_365-24,365-24,TRUE,FALSE,2,2024,HS 079,271148x3597454,NA,NA,Hair Sample,CGA,124,GTS_365-24,FALSE
GTseek_028_384i5_085_P098.UGA2_390-23,390-23,TRUE,FALSE,4,2023,HS 101,275317x3599324,NA,NA,Hair Sample,CGA,NA,GTS_390-23,TRUE
GTseek_028_384i5_086_P098.UGA4_366-24,366-24,TRUE,FALSE,3,2024,HS 012,258412x3586648,NA,NA,Hair Sample,CGA,15,GTS_366-24,TRUE
GTseek_028_384i5_087_P098.UGA2_392-23,392-23,TRUE,FALSE,5,2023,HS 068,268186x3591620,NA,NA,Hair Sample,CGA,120,GTS_392-23,FALSE
GTseek_028_384i5_088_P098.UGA4_375-24,375-24,TRUE,FALSE,1,2024,HS 029,259736x3594236,NA,NA,Hair Sample,CGA,123,GTS_375-24,FALSE
GTseek_028_384i5_089_P098.UGA2_399-23,399-23,TRUE,FALSE,3,2023,HS 027,264464x3592495,NA,NA,Hair Sample,CGA,124,GTS_399-23,FALSE
GTseek_028_384i5_090_P098.UGA4_376-24,376-24,TRUE,FALSE,3,2024,HS 048,261267x3598930,NA,NA,Hair Sample,CGA,120,GTS_376-24,FALSE
GTseek_028_384i5_091_P098.UGA2_400-23,400-23,TRUE,FALSE,5,2023,HS 005,252875x3588670,NA,NA,Hair Sample,CGA,NA,GTS_400-23,TRUE
GTseek_028_384i5_092_P098.UGA4_382-24,382-24,TRUE,FALSE,4,2024,HS 050,259851x3599573,NA,NA,Hair Sample,CGA,121,GTS_382-24,FALSE
GTseek_028_384i5_093_P098.UGA2_401-23,401-23,TRUE,FALSE,3,2023,HS 030,260871x3593893,NA,NA,Hair Sample,CGA,104,GTS_401-23,FALSE
GTseek_028_384i5_094_P098.UGA4_385-24,385-24,TRUE,FALSE,2,2024,HS 027,264464x3592495,NA,NA,Hair Sample,CGA,124,GTS_385-24,FALSE
GTseek_028_384i5_095_P098.UGA2_426-23,426-23,TRUE,FALSE,6,2023,HS 012,258412x3586648,NA,NA,Hair Sample,CGA,119,GTS_426-23,FALSE
GTseek_028_384i5_096_P098.UGA4_386-24,386-24,TRUE,FALSE,4,2024,HS 046,258973x3598847,NA,NA,Hair Sample,CGA,124,GTS_386-24,FALSE
GTseek_028_384i5_097_P098.UGA1_104-23,104-23,TRUE,FALSE,5,2023,HS 025,265276x3591787,NA,NA,Hair Sample,CGA,109,GTS_104-23,FALSE
GTseek_028_384i5_098_P098.UGA3_153-24,153-24,TRUE,FALSE,1,2024,HS 110,267503x3603769,NA,NA,Hair Sample,CGA,NA,GTS_153-24,TRUE
GTseek_028_384i5_099_P098.UGA1_107-23,107-23,TRUE,FALSE,4,2023,HS 126,270872x3608550,NA,NA,Hair Sample,CGA,123,GTS_107-23,FALSE
GTseek_028_384i5_100_P098.UGA3_156-24,156-24,TRUE,FALSE,5,2024,HS 045,258191x3598537,NA,NA,Hair Sample,CGA,124,GTS_156-24,FALSE
GTseek_028_384i5_101_P098.UGA1_111-23,111-23,TRUE,FALSE,1,2023,HS 101,275317x3599324,NA,NA,Hair Sample,CGA,2,GTS_111-23,TRUE
GTseek_028_384i5_102_P098.UGA3_159-24,159-24,TRUE,FALSE,2,2024,HS 021,264713x3588839,NA,NA,Hair Sample,CGA,124,GTS_159-24,FALSE
GTseek_028_384i5_103_P098.UGA1_112-23,112-23,TRUE,FALSE,4,2023,HS 068,268186x3591620,NA,NA,Hair Sample,CGA,NA,GTS_112-23,TRUE
GTseek_028_384i5_104_P098.UGA3_161-24,161-24,TRUE,FALSE,2,2024,HS 105,274383x3601956,NA,NA,Hair Sample,CGA,122,GTS_161-24,FALSE
GTseek_028_384i5_105_P098.UGA1_114-23,114-23,TRUE,FALSE,7,2023,HS 009,259209x3585507,NA,NA,Hair Sample,CGA,NA,GTS_114-23,TRUE
GTseek_028_384i5_106_P098.UGA3_164-24,164-24,TRUE,FALSE,5,2024,HS 071,266900x3593042,NA,NA,Hair Sample,CGA,NA,GTS_164-24,TRUE
GTseek_028_384i5_107_P098.UGA1_116-23,116-23,TRUE,FALSE,5,2023,HS 056,266161x3582880,NA,NA,Hair Sample,CGA,123,GTS_116-23,FALSE
GTseek_028_384i5_108_P098.UGA3_168-24,168-24,TRUE,FALSE,5,2024,HS 046,258973x3598847,NA,NA,Hair Sample,CGA,124,GTS_168-24,FALSE
GTseek_028_384i5_109_P098.UGA1_129-23,129-23,TRUE,FALSE,5,2023,HS 066,268064x3590555,NA,NA,Hair Sample,CGA,119,GTS_129-23,FALSE
GTseek_028_384i5_110_P098.UGA3_171-24,171-24,TRUE,FALSE,3,2024,HS 061,265195x3585407,NA,NA,Hair Sample,CGA,124,GTS_171-24,FALSE
GTseek_028_384i5_111_P098.UGA1_130-23,130-23,TRUE,FALSE,3,2023,HS 078,269432x3597119,NA,NA,Hair Sample,CGA,NA,GTS_130-23,TRUE
GTseek_028_384i5_112_P098.UGA3_151-24R,151-24R,TRUE,TRUE,3,2024,HS 012,258412x3586648,NA,NA,Hair Sample,CGA,118,GTS_151-24R,FALSE
GTseek_028_384i5_113_P098.UGA2_403-23,403-23,TRUE,FALSE,5,2023,HS 068,268186x3591620,NA,NA,Hair Sample,CGA,124,GTS_403-23,FALSE
GTseek_028_384i5_114_P098.UGA4_387-24,387-24,TRUE,FALSE,1,2024,HS 099,267767x3601656,NA,NA,Hair Sample,CGA,122,GTS_387-24,FALSE
GTseek_028_384i5_115_P098.UGA2_406-23,406-23,TRUE,FALSE,5,2023,HS 065,269178x3589726,NA,NA,Hair Sample,CGA,122,GTS_406-23,FALSE
GTseek_028_384i5_116_P098.UGA4_391-24,391-24,TRUE,FALSE,7,2024,HS 037,261345x3595677,NA,NA,Hair Sample,CGA,NA,GTS_391-24,TRUE
GTseek_028_384i5_117_P098.UGA2_412-23,412-23,TRUE,FALSE,7,2023,HS 031,261769x3593353,NA,NA,Hair Sample,CGA,124,GTS_412-23,FALSE
GTseek_028_384i5_118_P098.UGA4_392-24,392-24,TRUE,FALSE,1,2024,HS 051,260705x3599596,NA,NA,Hair Sample,CGA,NA,GTS_392-24,TRUE
GTseek_028_384i5_119_P098.UGA2_416-23,416-23,TRUE,FALSE,1,2023,HS 118,263132x3606186,NA,NA,Hair Sample,CGA,123,GTS_416-23,FALSE
GTseek_028_384i5_120_P098.UGA4_395-24,395-24,TRUE,FALSE,4,2024,HS 086,266197x3598788,NA,NA,Hair Sample,CGA,NA,GTS_395-24,TRUE
GTseek_028_384i5_121_P098.UGA2_418-23,418-23,TRUE,FALSE,4,2023,HS 132,270235x3611933,NA,NA,Hair Sample,CGA,77,GTS_418-23,FALSE
GTseek_028_384i5_122_P098.UGA4_396-24,396-24,TRUE,TRUE,2,2024,HS 027,264464x3592495,NA,NA,Hair Sample,CGA,113,GTS_396-24,FALSE
GTseek_028_384i5_123_P098.UGA2_419-23,419-23,TRUE,FALSE,3,2023,HS 132,270235x3611933,NA,NA,Hair Sample,CGA,125,GTS_419-23,FALSE
GTseek_028_384i5_124_P098.UGA4_400-24,400-24,TRUE,FALSE,4,2024,HS 042,259530x3597317,NA,NA,Hair Sample,CGA,125,GTS_400-24,FALSE
GTseek_028_384i5_125_P098.UGA2_424-23,424-23,TRUE,TRUE,5,2023,HS 027,264464x3592495,NA,NA,Hair Sample,CGA,NA,GTS_424-23,TRUE
GTseek_028_384i5_126_P098.UGA4_401-24,401-24,TRUE,FALSE,1,2024,HS 029,259736x3594236,NA,NA,Hair Sample,CGA,NA,GTS_401-24,TRUE
GTseek_028_384i5_127_P098.UGA2_425-23,425-23,TRUE,FALSE,5,2023,HS 070,269359x3592627,NA,NA,Hair Sample,CGA,123,GTS_425-23,FALSE
GTseek_028_384i5_128_P098.UGA4_NTCp4,NTCp4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GTS_NTCp4,TRUE
GTseek_028_384i5_129_P098.UGA1_134-23,134-23,TRUE,FALSE,5,2023,HS 066,268064x3590555,NA,NA,Hair Sample,CGA,NA,GTS_134-23,TRUE
GTseek_028_384i5_130_P098.UGA3_175-24,175-24,TRUE,FALSE,7,2024,HS 032,263672x3593292,NA,NA,Hair Sample,CGA,NA,GTS_175-24,TRUE
GTseek_028_384i5_131_P098.UGA1_139-23,139-23,TRUE,FALSE,4,2023,HS 027,264464x3592495,NA,NA,Hair Sample,CGA,124,GTS_139-23,FALSE
GTseek_028_384i5_132_P098.UGA3_176-24,176-24,TRUE,FALSE,4,2024,HS 086,266197x3598788,NA,NA,Hair Sample,CGA,123,GTS_176-24,FALSE
GTseek_028_384i5_133_P098.UGA1_143-23,143-23,TRUE,FALSE,3,2023,HS 068,268186x3591620,NA,NA,Hair Sample,CGA,123,GTS_143-23,FALSE
GTseek_028_384i5_134_P098.UGA3_177-24,177-24,TRUE,FALSE,1,2024,HS 030,260871x3593893,NA,NA,Hair Sample,CGA,123,GTS_177-24,FALSE
GTseek_028_384i5_135_P098.UGA1_144-23,144-23,TRUE,FALSE,4,2023,HS 046,258973x3598847,NA,NA,Hair Sample,CGA,NA,GTS_144-23,TRUE
GTseek_028_384i5_136_P098.UGA3_179-24,179-24,TRUE,FALSE,7,2024,HS 031,261769x3593353,NA,NA,Hair Sample,CGA,NA,GTS_179-24,TRUE
GTseek_028_384i5_137_P098.UGA1_145-23,145-23,TRUE,FALSE,4,2023,HS 116,269531x3605091,NA,NA,Hair Sample,CGA,121,GTS_145-23,FALSE
GTseek_028_384i5_138_P098.UGA3_183-24,183-24,TRUE,FALSE,1,2024,HS 050,259851x3599573,NA,NA,Hair Sample,CGA,NA,GTS_183-24,TRUE
GTseek_028_384i5_139_P098.UGA1_146-23,146-23,TRUE,FALSE,3,2023,HS 012,258412x3586648,NA,NA,Hair Sample,CGA,122,GTS_146-23,FALSE
GTseek_028_384i5_140_P098.UGA3_185-24,185-24,TRUE,FALSE,7,2024,HS 001,248187x3586614,NA,NA,Hair Sample,CGA,37,GTS_185-24,TRUE
GTseek_028_384i5_141_P098.UGA1_147-23,147-23,TRUE,FALSE,3,2023,HS 008,256165x3589588,NA,NA,Hair Sample,CGA,NA,GTS_147-23,TRUE
GTseek_028_384i5_142_P098.UGA3_187-24,187-24,TRUE,FALSE,2,2024,HS 027,264464x3592495,NA,NA,Hair Sample,CGA,123,GTS_187-24,FALSE
GTseek_028_384i5_143_P098.UGA1_150-23,150-23,TRUE,FALSE,5,2023,HS 027,264464x3592495,NA,NA,Hair Sample,CGA,114,GTS_150-23,FALSE
GTseek_028_384i5_144_P098.UGA3_188-24,188-24,TRUE,FALSE,7,2024,HS 065,269178x3589726,NA,NA,Hair Sample,CGA,123,GTS_188-24,FALSE
GTseek_028_384i5_145_P098.UGA2_427-23,427-23,TRUE,FALSE,5,2023,HS 024,265557x3590544,NA,NA,Hair Sample,CGA,48,GTS_427-23,TRUE
GTseek_028_384i5_146_P098.UGA4_402-24,402-24,TRUE,FALSE,7,2024,HS 030,260871x3593893,NA,NA,Hair Sample,CGA,125,GTS_402-24,FALSE
GTseek_028_384i5_147_P098.UGA2_433-23,433-23,TRUE,FALSE,3,2023,HS 008,256165x3589588,NA,NA,Hair Sample,CGA,124,GTS_433-23,FALSE
GTseek_028_384i5_148_P098.UGA4_404-24,404-24,TRUE,FALSE,2,2024,HS 142,270560x3610662,NA,NA,Hair Sample,CGA,122,GTS_404-24,FALSE
GTseek_028_384i5_149_P098.UGA2_435-23,435-23,TRUE,FALSE,6,2023,HS 123,270896x3606897,NA,NA,Hair Sample,CGA,NA,GTS_435-23,TRUE
GTseek_028_384i5_150_P098.UGA4_406-24,406-24,TRUE,FALSE,3,2024,HS 051,260705x3599596,NA,NA,Hair Sample,CGA,123,GTS_406-24,FALSE
GTseek_028_384i5_151_P098.UGA2_434-23,434-23,TRUE,FALSE,4,2023,HS 077,268407x3596503,NA,NA,Hair Sample,CGA,NA,GTS_434-23,TRUE
GTseek_028_384i5_152_P098.UGA4_409-24,409-24,TRUE,FALSE,7,2024,HS 031,261769x3593353,NA,NA,Hair Sample,CGA,124,GTS_409-24,FALSE
GTseek_028_384i5_153_P098.UGA2_436-23,436-23,TRUE,FALSE,5,2023,HS 070,269359x3592627,NA,NA,Hair Sample,CGA,123,GTS_436-23,FALSE
GTseek_028_384i5_154_P098.UGA4_410-24,410-24,TRUE,FALSE,2,2024,HS 110,267503x3603769,NA,NA,Hair Sample,CGA,124,GTS_410-24,FALSE
GTseek_028_384i5_155_P098.UGA2_437-23,437-23,TRUE,FALSE,3,2023,HS 078,269432x3597119,NA,NA,Hair Sample,CGA,NA,GTS_437-23,TRUE
GTseek_028_384i5_156_P098.UGA4_415-24,415-24,TRUE,FALSE,2,2024,HS 051,260705x3599596,NA,NA,Hair Sample,CGA,124,GTS_415-24,FALSE
GTseek_028_384i5_157_P098.UGA2_438-23,438-23,TRUE,FALSE,3,2023,HS 132,270235x3611933,NA,NA,Hair Sample,CGA,125,GTS_438-23,FALSE
GTseek_028_384i5_158_P098.UGA4_419-24,419-24,TRUE,FALSE,5,2024,HS 096,271378x3600579,NA,NA,Hair Sample,CGA,115,GTS_419-24,FALSE
GTseek_028_384i5_159_P098.UGA2_424-23R,424-23R,TRUE,TRUE,5,2023,HS 027,264464x3592495,NA,NA,Hair Sample,CGA,NA,GTS_424-23R,TRUE
GTseek_028_384i5_160_P098.UGA4_396-24R,396-24R,TRUE,TRUE,2,2024,HS 027,264464x3592495,NA,NA,Hair Sample,CGA,NA,GTS_396-24R,TRUE
GTseek_028_384i5_161_P098.UGA1_154-23,154-23,TRUE,FALSE,4,2023,HS 068,268186x3591620,NA,NA,Hair Sample,CGA,112,GTS_154-23,FALSE
GTseek_028_384i5_162_P098.UGA3_190-24,190-24,TRUE,FALSE,2,2024,HS 139,273870x3603778,NA,NA,Hair Sample,CGA,NA,GTS_190-24,TRUE
GTseek_028_384i5_163_P098.UGA1_155-23,155-23,TRUE,FALSE,3,2023,HS 068,268186x3591620,NA,NA,Hair Sample,CGA,120,GTS_155-23,FALSE
